year,index,language,discipline,context,alternatives_intro,alternative_A,alternative_B,alternative_C,alternative_D,alternative_E,correct_alternative,has_images
2015,161,,matematica,"![](https://enem.dev/2015/questions/161/f840c071-3522-4f1a-986f-6456acba44c9.png)

Essa indústria recebeu a encomenda de uma malha de proteção solar para ser aplicada em um vidro retangular de 5 m de largura por 9 m de comprimento.","A medida de d, em milímetros, para que a taxa de cobertura da malha seja de 75% é",2,1,11/3,4/3,2/3,A,True
2015,162,,matematica,,"Atendendo o pedido do arquiteto, o carpinteiro deverá produzir",105 peças.,120 peças.,210 peças.,243 peças.,420 peças.,E,False
2015,163,,matematica,"![](https://enem.dev/2015/questions/163/eb67eda1-2354-45e8-a0a6-d6834a7bcf73.png)

Para controle das aplicações, definiu-se a unidade de insulina como 0,01 mL. Antes de cada aplicação, é necessário descartar 2 unidades de insulina, de forma a retirar possíveis bolhas de ar.

A um paciente foram prescritas duas aplicações diárias: 10 unidades de insulina pela manhã e 10 à noite.",Qual o número máximo de aplicações por refil que o paciente poderá utilizar com a dosagem prescrita?,25,15,13,12,8,A,True
2015,164,,matematica,"![](https://enem.dev/2015/questions/164/143503ba-442f-4e6e-b47f-56b581a76e04.png)

Disponível em: www.gebh.net. Acesso em: 30 out. 2013 (adaptado).",O número de formas distintas de se acomodar a família nesse voo é calculado por,,,,,,A,True
2015,165,,matematica,"![](https://enem.dev/2015/questions/165/0cf3eb67-f1f6-4a40-89fc-106ba00c5769.png)

O parque aquático já conta com uma piscina em formato retangular com dimensões 50 m x 24 m.

O proprietário quer que a área ocupada pela nova piscina seja menor que a ocupada pela piscina já existente.

Considere 3,0 como aproximação para π.","O maior valor possível para R, em metros, deverá ser",16.,28.,29.,31.,49.,B,True
2015,166,,matematica,,Qual o tipo de garrafa escolhida pela paciente?,I,II,III,IV,V,D,False
2015,167,,matematica,"![](https://enem.dev/2015/questions/167/2268b8ec-e5a5-4ef4-a721-38486fd4acf2.png)

Após os cortes, a folha é aberta e a bandeirinha está pronta.",A figura que representa a forma da bandeirinha pronta é,,,,,,E,True
2015,168,,matematica,,A probabilidade de o entrevistador ser entendido e ter sua pergunta oralmente respondida em inglês é,"23,7%","30,0%","44,1%","65,7%","90,0%",D,False
2015,169,,matematica,![](https://enem.dev/2015/questions/169/fed74b1c-7354-40bc-8c64-834a528c49d7.png),"De acordo com os gráficos, a quantidade de embalagens PET recicladas destinadas à produção de tecidos e malhas, em kton, é mais aproximada de","16,0.","22,9.","32,0.","84,6.","106,6.",C,True
2015,17,,ciencias-humanas,"Ora, em todas as coisas ordenadas a algum fim, é preciso haver algum dirigente, pelo qual se atinja diretamente o devido fim. Com efeito, um navio, que se move para diversos lados pelo impulso dos ventos contrários, não chegaria ao fim de destino, se por indústria do piloto não fosse dirigido ao porto; ora, tem o homem um fim, para o qual se ordenam toda a sua vida e ação. Acontece, porém, agirem os homens de modos diversos em vista do fim, o que a própria diversidade dos esforços e ações humanas comprova. Portanto, precisa o homem de um dirigente para o fim.

AQUINO, T. Do reino ou do governo dos homens: ao rei do Chipre. **Escritos políticos de São Tomás de Aquino**. Petrópolis: Vozes, 1995 (adaptado).","No trecho citado, Tomás de Aquino justifica a monarquia como o regime de governo capaz de",Refrear os movimentos religiosos contestatórios.,Promover a atuação da sociedade civil na vida política.,Unir a sociedade tendo em vista a realização do bem comum.,Reformar a religião por meio do retorno à tradição helenística.,Dissociar a relação política entre os poderes temporal e espiritual.,C,False
2015,170,,matematica,![](https://enem.dev/2015/questions/170/8e79e15b-e750-434f-9cba-7ae74d55e746.png),A ordem de classificação final desse concurso é,"A, B, C, E, D.","B, A, C, E, D.","C, B, E, A, D.","C, B, E, D, A.","E, C, D, B, A.",B,True
2015,171,,matematica,"Utilize 3,0 como aproximação para π.","O índice pluviométrico da região, durante o período do temporal, em milímetros, é de","10,8.","12,0.","32,4.","108,0.","324,0.",D,False
2015,172,,matematica,"![](https://enem.dev/2015/questions/172/d163cf5f-97a0-47e9-a6ab-c11c84e0e5c9.png)

Os estudos indicam que o novo ponto _T_ deverá ser instalado, nesse percurso, entre as paradas já existentes _P_ e _Q_, de modo que as distâncias percorridas pelo ônibus entre os pontos _P_ e _T_ e entre os pontos _T_ e _Q_ sejam iguais.","De acordo com os dados, as coordenadas do novo ponto de parada são",(290 ; 20).,(410 ; 0).,(410 ; 20).,(440 ; 0).,(440 ; 20).,E,True
2015,173,,matematica,,"Se as lentes forem adquiridas nessa loja, a espessura escolhida será, em milímetros, de","2,099.","2,96.","3,021.","3,07.","3,10",C,False
2015,174,,matematica,![](https://enem.dev/2015/questions/174/9ac3cd8a-2315-450e-96c0-25cb9cd65cdd.png),"Quando o estudante obtém o maior número possível de bactérias, a temperatura no interior da estufa está classificada como",Muito baixa.,Baixa.,Média.,Alta.,Muito alta.,D,True
2015,175,,matematica,"![](https://enem.dev/2015/questions/175/6b6ae3c5-95b1-4a21-94b8-59bf5c0c470d.png)

Considere que o volume aproximado dessa bola é dado por _V_ = 4_ab_².","O volume dessa bola, em função apenas de b, é dado por",8b³,6b³,5b³,4b³,2b³,B,True
2015,176,,matematica,,"Com base nos elementos apresentados, o gráfico que melhor representa a relação entre o valor mensal pago nesse plano e o número de ligações feitas é:",,,,,,B,False
2015,177,,ciencias-humanas,![](https://enem.dev/2015/questions/177/b816c051-5903-47d1-9b6d-4a005c997bb1.png),"A dose diária, em miligramas, que esse felino deverá receber é de","0,624.","52,0.","156,0.","750,0.","1 201,9.",B,True
2015,178,,matematica,,"Para que os objetivos da família sejam atingidos, a capacidade mínima, em litros, do reservatório a ser construído deve ser",16.,800.,1 600.,8 000.,16 000.,E,False
2015,179,,ciencias-humanas,,"Comparando-se essas probabilidades, obtém-se",P(I) < P(III) < P(II),P(II) < P(I) < P(III),P(I) < P(II) = P(III),P(I) = P(II) < P(III),P(I) = P(II) = P(III),E,False
2015,18,,ciencias-humanas,"A Justiça Eleitoral foi criada em 1932, como parte de uma ampla reforma no processo eleitoral incentivada pela Revolução de 1930. Sua criação foi um grande avanço institucional, garantindo que as eleições tivessem o aval de um órgão teoricamente imune à influência dos mandatários.

TAYLOR, M. Justiça Eleitoral. In: AVRITZER, L.; ANASTASIA, F. **Reforma política no Brasil**. Belo Horizonte: UFMG, 2006 (adaptado).","Em relação ao regime democrático no país, a instituição analisada teve o seguinte papel:",Implementou o voto direto para presidente.,Combateu as fraudes sistemáticas nas apurações.,Alterou as regras para as candidaturas na ditadura.,Impulsionou as denúncias de corrupção administrativa.,Expandiu a participação com o fim do critério censitário.,B,False
2015,180,,matematica,"![](https://enem.dev/2015/questions/180/0718a550-0f5e-4d3b-bdf2-13c39ca515af.png)

onde _x_ representa o mês do ano, sendo _x_ = 1 associado ao mês de janeiro, _x_ = 2 ao mês de fevereiro, e assim sucessivamente, até _x_ = 12 associado ao mês de dezembro.","Na safra, o mês de produção máxima desse produto é",Janeiro.,Abril.,Junho.,Julho.,Outubro.,D,True
2015,19,,ciencias-humanas,"![](https://enem.dev/2015/questions/19/a709cdad-853e-4687-bebd-a7bb63752225.jpg)

ZIRALDO. 20 anos de prontidão. In: LEMOS, R. (Org.). **Uma história do Brasil através da caricatura (1840-2001)**. Rio de Janeiro: Letras & Expressões, 2001.","No período de 1964 a 1985, a estratégia do Regime Militar abordada na charge foi caracterizada pela",Priorização da segurança nacional.,Captação de financiamentos estrangeiros.,Execução de cortes nos gastos públicos.,Nacionalização de empresas multinacionais.,Promoção de políticas de distribuição de renda.,B,True
2015,2,,ciencias-humanas,"Dominar a luz implica tanto um avanço tecnológico quanto uma certa liberação dos ritmos cíclicos da natureza, com a passagem das estações e as alternâncias de dia e noite. Com a iluminação noturna, a escuridão vai cedendo lugar à claridade, e a percepção temporal começa a se pautar pela marcação do relógio. Se a luz invade a noite, perde sentido a separação tradicional entre trabalho e descanso – todas as partes do dia podem ser aproveitadas produtivamente.

SILVA FILHO. A. L. M. **Fortaleza: imagens da cidade**. Fortaleza: Museu do Ceará: Secult-CE. 2001 (adaptado).","Em relação ao mundo do trabalho, a transformação apontada no texto teve como consequência a",Melhoria da qualidade da produção industrial.,Redução da oferta de emprego nas zonas rurais.,Permissão ao trabalhador para controlar seus próprios horários.,Diminuição das exigências de esforço no trabalho com máquinas.,Ampliação do período disponível para a jornada de trabalho.,E,False
2015,20,,ciencias-humanas,"Bandeira do Brasil, és hoje a única. Hasteada a esta hora em todo o território nacional, única e só, não há lugar no coração do Brasil para outras flâmulas, outras bandeiras, outros símbolos. Os brasileiros se reuniram em torno do Brasil e decretaram desta vez com determinação de não consentir que a discórdia volte novamente a dividi-lo!

Discurso do Ministro da Justiça Francisco Campos na cerimônia da festa da bandeira, em novembro de 1937. Apud OLIVEN, G. R. **A parte e o todo**: a diversidade cultural do Brasil Nação. Petrópolis: Vozes, 1992.","O discurso proferido em uma celebração em que as bandeiras estaduais eram queimadas diante da bandeira nacional revela o pacto nacional proposto pelo Estado Novo, que se associa à","Supressão das diferenças socioeconomicas entre as regiões do Brasil, priorizando as regiões estaduais carentes.","Orientação do regime quanto ao reforço do federalismo, espelhando-se na experiência política norte-americana.","Adoção de práticas políticas autoritárias, considerando a contenção dos interesses regionais dispersivos.","Propagação de uma cultura política avessa aos ritos cívicos, cultivados pela cultura regional brasileira.","Defesa da unidade do território nacional, ameaçado por movimentos separatistas contrários à política varguista.",C,False
2015,21,,ciencias-humanas,"Atualmente, as represálias econômicas contra as empresas de informática norte-americanas continuam. A Alemanha proibiu um aplicativo dos Estados Unidos de compartilhamento de carros; na China, o governo explicou que os equipamentos e serviços de informática norte-americanos representam uma ameaça, pedindo que as empresas estatais não recorram a eles.

SCHILLER, D. Disponível em: www.diplomatique.org.br. Acesso em: 11 nov. 2014 (adaptado).",As ações tomadas pelos países contra a espionagem revelam preocupação com o(a),Subsídio industrial.,Hegemonia cultural.,Protecionismo dos mercados.,Desemprego tecnológico.,Segurança dos dados.,E,False
2015,22,,ciencias-humanas,"**TEXTO I**

Canudos não se rendeu. Exemplo único em toda a história, resistiu até o esgotamento completo. Vencido palmo a palmo, na precisão integral do termo, caiu no dia 5, ao entardecer, quando caíram os seus últimos defensores, que todos morreram. Eram quatro apenas: um velho, dois homens feitos e uma criança, na frente dos quais rugiam raivosamente cinco mil soldados.

CUNHA, E. **Os sertões**. Rio de Janeiro: Francisco Alves, 1987.

**TEXTO II**

Na trincheira, no centro do reduto, permaneciam quatro fanáticos sobreviventes do extermínio. Era um velho, coxo por ferimento e usando uniforme da Guarda Católica, um rapaz de 16 a 18 anos, um preto alto e magro, e um caboclo. Ao serem intimados para deporem as armas, investiram com enorme fúria. Assim estava terminada e de maneira tão trágica a sanguinosa guerra, que o banditismo e o fanatismo traziam acesa por longos meses, naquele recanto do território nacional.

SOARES, H. M. **A Guerra de Canudos**. Rio de Janeiro: Altina, 1902.

Os relatos do último ato da Guerra de Canudos fazem uso de representações que se perpetuariam na memória construída sobre o conflito.","Nesse sentido, cada autor caracterizou a atitude dos sertanejos, respectivamente, como fruto da",Manipulação e incompetência.,Ignorância e solidariedade.,Hesitação e obstinação.,Esperança e valentia.,Bravura e loucura.,E,False
2015,23,,ciencias-humanas,"**TEXTO I**

Em todo o país a lei de 13 de maio de 1888 libertou poucos negros em relação à população de cor. A maioria já havia conquistado a alforria antes de 1888, por meio de estratégias possíveis. No entanto, a importância histórica da lei de 1888 não pode ser mensurada apenas em termos numéricos. O impacto que a extinção da escravidão causou numa sociedade constituída a partir da legitimidade da propriedade sobre a pessoa não cabe em cifras.

ALBUQUERQUE. W. **O jogo da dissimulação**: Abolição e cidadania negra no Brasil. São Paulo: Cia. das Letras, 2009 (adaptado).

**TEXTO II**

Nos anos imediatamente anteriores à Abolição, a população livre do Rio de Janeiro se tornou mais numerosa e diversificada. Os escravos, bem menos numerosos que antes, e com os africanos mais aculturados, certamente não se distinguiam muito facilmente dos libertos e dos pretos e pardos livres habitantes da cidade. Também já não é razoável presumir que uma pessoa de cor seja provavelmente cativa, pois os negros libertos e livres poderiam ser encontrados em toda parte.

CHALHOUB, S. **Visões da liberdade**: uma história das últimas décadas da escravidão na Corte. São Paulo: Cia. das Letras, 1990 (adaptado).","Sobre o fim da escravidão no Brasil, o elemento destacado no Texto I que complementa os argumentos apresentados no Texto II é o(a)",Variedade das estratégias de resistência dos cativos.,Controle jurídico exercido pelos proprietários.,Inovação social representada pela lei.,Ineficácia prática da libertação.,Significado político da Abolição.,E,False
2015,24,,ciencias-humanas,"A participação da África na Segunda Guerra Mundial deve ser apreciada sob a ótica da escolha entre vários demônios. O seu engajamento não foi um processo de colaboração com o imperialismo, mas uma luta contra uma forma de hegemonia ainda mais perigosa.

MAZRUI, A. “Procurai primeiramente o reino do político …” In: MAZRUI, A., WONDJI, C. (Org.). **História geral da África**: África desde 1925. Brasília: Unesco, 2010.","Para o autor, a “forma de hegemonia” e uma de suas características que explicam o engajamento dos africanos no processo analisado foram:",Comunismo / rejeição da democracia liberal.,Capitalismo / devastação do ambiente natural.,Fascismo / adoção do determinismo biológico.,Socialismo / planificação da economia nacional.,Colonialismo / imposição da missão civilizatória.,C,False
2015,25,,ciencias-humanas,"Não nos resta a menor dúvida de que a principal contribuição dos diferentes tipos de movimentos sociais brasileiros nos últimos vinte anos foi no plano da reconstrução do processo de democratização do país. E não se trata apenas da reconstrução do regime político, da retomada da democracia e do fim do Regime Militar. Trata-se da reconstrução ou construção de novos rumos para a cultura do país, do preenchimento de vazios na condução da luta pela redemocratização, constituindo-se como agentes interlocutores que dialogam diretamente com a população e com o Estado.

GOHN, M. G. M. **Os sem-terras, ONGs e cidadania**. São Paulo: Cortez, 2003 (adaptado).","No processo da redemocratização brasileira, os novos movimentos sociais contribuíram para",Diminuir a legitimidade dos novos partidos políticos então criados.,Tornar a democracia um valor social que ultrapassa os momentos eleitorais.,Difundir a democracia representativa como objetivo fundamental da luta política.,Ampliar as disputas pela hegemonia das entidades de trabalhadores com os sindicatos.,Fragmentar as lutas políticas dos diversos atores sociais frente ao Estado.,B,False
2015,26,,ciencias-humanas,"A natureza fez os homens tão iguais, quanto às faculdades do corpo e do espírito, que, embora por vezes se encontre um homem manifestamente mais forte de corpo, ou de espírito mais vivo do que outro, mesmo assim, quando se considera tudo isto em conjunto, a diferença entre um e outro homem não é suficientemente considerável para que um deles possa com base nela reclamar algum benefício a que outro não possa igualmente aspirar.

HOBBES, T. **Leviatã**. São Paulo: Martins Fontes, 2003.","Para Hobbes, antes da constituição da sociedade civil, quando dois homens desejavam o mesmo objeto, eles",Entravam em conflito.,Recorriam aos clérigos.,Consultavam os anciãos.,Apelavam aos governantes.,Exerciam a solidariedade.,A,False
2015,27,,ciencias-humanas,![](https://enem.dev/2015/questions/27/af64ab57-929e-4de7-9a89-f628c99a5a85.jpg),"De acordo com as figuras, a intensidade de intemperismo de grau muito fraco é característica de qual tipo climático?",Tropical.,Litorâneo.,Equatorial.,Semiárido.,Subtropical.,D,True
2015,28,,ciencias-humanas,"O que implica o sistema da _pólis_ é uma extraordinária preeminência da palavra sobre todos os outros instrumentos do poder. A palavra constitui o debate contraditório, a discussão, a argumentação e a polêmica. Torna-se a regra do jogo intelectual, assim como do jogo político.

VERNANT, J. P. **As origens do pensamento grego**. Rio de Janeiro: Bertrand, 1992 (adaptado).","Na configuração política da democracia grega, em especial a ateniense, a ágora tinha por função",Agregar os cidadãos em torno de reis que governavam em prol da cidade.,Permitir aos homens livres o acesso às decisões do Estado expostas por seus magistrados.,Constituir o lugar onde o corpo de cidadãos se reunia para deliberar sobre as questões da comunidade.,Reunir os exércitos para decidir em assembleias fechadas os rumos a serem tomados em caso de guerra.,Congregar a comunidade para eleger representantes com direito a pronunciar-se em assembleias.,C,False
2015,29,,ciencias-humanas,"No final do século XX e em razão dos avanços da ciência, produziu-se um sistema presidido pelas técnicas da informação, que passaram a exercer um papel de elo entre as demais, unindo-as e assegurando ao novo sistema uma presença planetária. Um mercado que utiliza esse sistema de técnicas avançadas resulta nessa globalização perversa.

SANTOS, M. **Por uma outra globalização**. Rio de Janeiro: Record, 2008 (adaptado).","Uma consequência para o setor produtivo e outra para o mundo do trabalho advindas das transformações citadas no texto estão presentes, respectivamente, em:",Eliminação das vantagens locacionais e ampliação da legislação laboral.,Limitação dos fluxos logísticos e fortalecimento de associações sindicais.,Diminuição dos investimentos industriais e desvalorização dos postos qualificados.,Concentração das áreas manufatureiras e redução da jornada semanal.,Automatização dos processos fabris e aumento dos níveis de desemprego.,E,False
2015,3,,ciencias-humanas,"Apesar de seu disfarce de iniciativa e otimismo, o homem moderno está esmagado por um profundo sentimento de impotência que o faz olhar fixamente e, como que paralisado, para as catástrofes que se avizinham. Por isso, desde já, saliente-se a necessidade de uma permanente atitude crítica, o único modo pelo qual o homem realizará sua vocação natural de integrar-se, superando a atitude do simples ajustamento ou acomodação, apreendendo temas e tarefas de sua época.

FREIRE, P. **Educação como prática da liberdade**. Rio de Janeiro: Paz e Terra, 2011.",Paulo Freire defende que a superação das dificuldades e a apreensão da realidade atual será obtida pelo(a),Desenvolvimento do pensamento autônomo.,Obtenção de qualificação profissional.,Resgate de valores tradicionais.,Realização de desejos pessoais.,Aumento da renda familiar.,A,False
2015,30,,ciencias-humanas,"Os movimentos de massa constituem-se no deslocamento de material (solo e rocha) vertente abaixo pela influência da gravidade. As condições que favorecem os movimentos de massa dependem principalmente da estrutura geológica, da declividade da vertente, do regime de chuvas, da perda de vegetação e da atividade antrópica.

BIGARELLA, J. J. **Estrutura e origem das paisagens tropicais e subtropicais**. Florianópolis: UFSC, 2003 (adaptado).","Em relação ao processo descrito, sua ocorrência é minimizada em locais onde há",Exposição do solo.,Drenagem eficiente.,Rocha matriz resistente.,Agricultura mecanizada.,Média pluviométrica elevada.,B,False
2015,31,,ciencias-humanas,![](https://enem.dev/2015/questions/31/7bd21c12-998c-427f-9b47-e7a06c817ac0.jpg),"A imagem representa o resultado da erosão que ocorre em rochas nos leitos dos rios, que decorre do processo natural de","Fraturamento geológico, derivado da força dos agentes internos.","Solapamento de camadas de argilas, transportadas pela correnteza.","Movimento circular de seixos e areias, arrastados por águas turbilhonares.","Decomposição das camadas sedimentares, resultante da alteração química.","Assoreamento no fundo do rio, proporcionado pela chegada de material sedimentar.",C,True
2015,32,,ciencias-humanas,"Algumas regiões do Brasil passam por uma crise de água por causa da seca. Mas, uma região de Minas Gerais está enfrentando a falta de água no campo tanto em tempo de chuva como na seca. As veredas estão secando no norte e no noroeste mineiro. Ano após ano, elas vêm perdendo a capacidade de ser a caixa-d’água do grande sertão de Minas.

VIEIRA, C. **Degradação do solo causa perda de fontes de água de famílias de MG**. Disponível em: http://g1.globo.com. Acesso em: 1 nov. 2014","As veredas têm um papel fundamental no equilíbrio hidrológico dos cursos de água no ambiente do Cerrado, pois",Colaboram para a formação de vegetação xerófila.,Formam os leques aluviais nas planícies das bacias.,Fornecem sumidouro para as águas de recarga da bacia.,Contribuem para o aprofundamento dos talvegues à jusante.,Constituem um sistema represador da água na chapada.,E,False
2015,33,,ciencias-humanas,"Tanto potencial poderia ter ficado pelo caminho, se não fosse o reforço em tecnologia que um gaúcho buscou. Há pouco mais de oito anos, ele usava o bico da botina para cavoucar a terra e descobrir o nível de umidade do solo, na tentativa de saber o momento ideal para acionar os pivôs de irrigação. Até que conheceu uma estação meteorológica que, instalada na propriedade, ajuda a determinar a quantidade de água de que a planta necessita. Assim, quando inicia um plantio, o agricultor já entra no _site_ do sistema e cadastra a área, o pivô, a cultura, o sistema de plantio, o espaçamento entre linhas e o número de plantas, para então receber recomendações diretamente dos técnicos da universidade.

CAETANO, M. O valor de cada gota. **Globo Rural**, n. 312, out. 2011.",A implementação das tecnologias mencionadas no texto garante o avanço do processo de,Monitoramento da produção.,Valorização do preço da terra.,Correção dos fatores climáticos.,Divisão de tarefas na propriedade.,Estabilização da fertilidade do solo.,A,False
2015,34,,ciencias-humanas,"A filosofia grega parece começar com uma ideia absurda, com a proposição: a água é a origem e a matriz de todas as coisas. Será mesmo necessário deter-nos nela e levá-la a sério? Sim, e por três razões: em primeiro lugar, porque essa proposição enuncia algo sobre a origem das coisas; em segundo lugar, porque o faz sem imagem e fabulação; e, enfim, em terceiro lugar, porque nela, embora apenas em estado de crisálida, está contido o pensamento: _Tudo é um_.

NIETZSCHE, F. Crítica moderna. In: **Os pré-socráticos**. São Paulo: Nova Cultural, 1999.","O que, de acordo com Nietzsche, caracteriza o surgimento da filosofia entre os gregos?","O impulso para transformar, mediante justificativas, os elementos sensíveis em verdades racionais.","O desejo de explicar, usando metáforas, a origem dos seres e das coisas.","A necessidade de buscar, de forma racional, a causa primeira das coisas existentes.","A ambição de expor, de maneira metódica, as diferenças entre as coisas.","A tentativa de justificar, a partir de elementos empíricos, o que existe no real.",C,False
2015,35,,ciencias-humanas,"Quanto ao “choque de civilizações”, é bom lembrar a carta de uma menina americana de sete anos cujo pai era piloto na Guerra do Afeganistão: ela escreveu que — embora amasse muito seu pai — estava pronta a deixá-lo morrer, a sacrificá-lo por seu país. Quando o presidente Bush citou suas palavras, elas foram entendidas como manifestação “normal” de patriotismo americano; vamos conduzir uma experiência mental simples e imaginar uma menina árabe maometana pateticamente lendo para as câmeras as mesmas palavras a respeito do pai que lutava pelo Talibã — não é necessário pensar muito sobre qual teria sido a nossa reação.

ZIZEK, S. **Bem-vindo ao deserto do real**. São Paulo: Bom Tempo, 2003.",A situação imaginária proposta pelo autor explicita o desafio cultual do(a),Prática da diplomacia.,Exercício da alteridade.,Expansão da democracia.,Universalização do progresso.,Conquista da autodeterminação.,B,False
2015,36,,ciencias-humanas,"![](https://enem.dev/2015/questions/36/c58775d8-65ba-4443-90d1-f95cc163488b.jpg)

SCHWARCZ, L. M. **As barbas do imperador**. D. Pedro II, um monarca nos trópicos. São Paulo: Cia. Das Letras, 1998 (adaptado).","Essas imagens de D. Pedro II foram feitas no início dos anos de 1850, pouco mais de uma década após o Golpe da Maioridade. Considerando o contexto histórico em que foram produzidas e os elementos simbólicos destacados, essas imagens representavam um",Jovem maduro que agiria de forma irresponsável.,Imperador adulto que governaria segundo as leis.,Líder guerreiro que comandaria as vitórias militares.,Soberano religioso que acataria a autoridade papal.,Monarca absolutista que exerceria seu autoritarismo.,B,True
2015,37,,ciencias-humanas,"No início foram as cidades. O intelectual da Idade Média – no Ocidente – nasceu com elas. Foi com o desenvolvimento urbano ligado às funções comercial e industrial – digamos modestamente artesanal – que ele apareceu, como um desses homens de ofício que se instalavam nas cidades nas quais se impôs a divisão do trabalho. Um homem cujo ofício é escrever ou ensinar, e de preferência as duas coisas a um só tempo, um homem que, profissionalmente, tem uma atividade de professor e erudito, em resumo, um intelectual – esse homem só aparecerá com as cidades.

LE GOFF, J. **Os intelectuais da Idade Média**. Rio de Janeiro: José Olympio, 2010.",O surgimento da categoria mencionada no período em destaque no texto evidencia o(a),Apoio dado pela Igreja ao trabalho abstrato.,Relação entre desenvolvimento urbano e divisão de trabalho.,Importância organizacional das corporações de ofício.,Progressiva expansão da educação escolar.,Acúmulo de trabalho dos professores e eruditos.,B,False
2015,38,,ciencias-humanas,"Um carro esportivo é financiado pelo Japão, projetado na Itália e montado em Indiana, México e França, usando os mais avançados componentes eletrônicos, que foram inventados em Nova Jérsei e fabricados na Coreia. A campanha publicitária é desenvolvida na Inglaterra, filmada no Canadá, a edição e as cópias, feitas em Nova York para serem veiculadas no mundo todo. Teias globais disfarçam-se com o uniforme nacional que lhes for mais conveniente.

REICH, R. **O trabalho das nações**: preparando-nos para o capitalismo no século XXI. São Paulo: Educator, 1994 (adaptado).",A viabilidade do processo de produção ilustrado pelo texto pressupõe o uso de,Linhas de montagem e formação de estoques.,Empresas burocráticas e mão de obra barata.,Controle estatal e infraestrutura consolidada.,Organização em rede e tecnologia de informação.,Gestão centralizada e protecionismo econômico.,D,False
2015,39,,ciencias-humanas,"Na sociedade contemporânea, onde as relações sociais tendem a reger-se por imagens midiáticas, a imagem de um indivíduo, principalmente na indústria do espetáculo, pode agregar valor econômico na medida de seu incremento técnico: amplitude do espelhamento e da atenção pública. Aparecer é então mais do que ser; o sujeito é famoso porque é falado. Nesse âmbito, a lógica circulatória do mercado, ao mesmo tempo que acena democraticamente para as massas com supostos “ganhos distributivos” (a informação ilimitada, a quebra das supostas hierarquias culturais), afeta a velha cultura disseminada na esfera pública. A participação nas redes sociais, a obsessão dos _selfies_, tanto falar e ser falado quanto ser visto são índices do desejo de “espelhamento”.

SODRÉ, M. Disponível em: http://alias.estadao.com.br. Acesso em: 9 fev. 2015 (adaptado).",A crítica contida no texto sobre a sociedade contemporânea enfatiza,A prática identitária autorreferente.,A dinâmica política democratizante.,A produção instantânea de notícias.,Os processos difusores de informações.,Os mecanismos de convergência tecnológica.,A,False
2015,4,,ciencias-humanas,![](https://enem.dev/2015/questions/4/bfee8dd7-2b58-4850-9c3a-59ea67faa73c.jpg),Na charge há uma crítica ao processo produtivo agrícola brasileiro relacionada ao,Elevado preço das mercadorias no comércio.,Aumento da demanda por produtos naturais.,Crescimento da produção de alimentos.,Hábito de adquirir derivados industriais.,Uso de agrotóxicos nas plantações.,E,True
2015,40,,ciencias-humanas,"A crescente intelectualização e racionalização _não_ indicam um conhecimento maior e geral das condições sob as quais vivemos. Significa a crença em que, se quiséssemos, _poderíamos_ ter esse conhecimento a qualquer momento. Não há forças misteriosas incalculáveis; podemos dominar todas as coisas pelo cálculo.

WEBER, M. A ciência como vocação. In: GERTH, H.; MILLS, W. (Org.). **Max Weber**: ensaios de sociologia. Rio de Janeiro: Zahar, 1979 (adaptado).","Tal como apresentada no texto, a proposição de Max Weber a respeito do processo de desencantamento do mundo evidencia o(a)",Progresso civilizatório como decorrência da expansão do industrialismo.,Extinção do pensamento mítico como um desdobramento do capitalismo.,Emancipação como consequência do processo de racionalização da vida.,Afastamento de crenças tradicionais como uma característica da modernidade.,Fim do monoteísmo como condição para a consolidação da ciência.,D,False
2015,41,,ciencias-humanas,"Diante de ameaças surgidas com a engenharia genética de alimentos, vários grupos da sociedade civil conceberam o chamado “princípio da precaução”. O fundamento desse princípio é: quando uma tecnologia ou produto comporta alguma ameaça à saúde ou ao ambiente, ainda que não se possa avaliar a natureza precisa ou a magnitude do dano que venha a ser causado por eles, deve-se evitá-los ou deixá-los de quarentena para maiores estudos e avaliações antes de sua liberação.

SEVCENKO, N. **A corrida para o século XXI**: no _loop_ da montanha-russa. São Paulo: Cia. das Letras, 2001 (adaptado).","O texto expõe uma tendência representativa do pensamento social contemporâneo, na qual o desenvolvimento de mecanismos de acautelamento ou administração de riscos tem como objetivo",Priorizar os interesses econômicos em relação aos seres humanos e à natureza.,Negar a perspectiva científica e suas conquistas por causa de riscos ecológicos.,Instituir o diálogo público sobre mudanças tecnológicas e suas consequências.,Combater a introdução de tecnologias para travar o curso das mudanças sociais.,Romper o equilíbrio entre benefícios e riscos do avanço tecnológico e científico.,C,False
2015,42,,ciencias-humanas,"Ninguém nasce mulher: torna-se mulher. Nenhum destino biológico, psíquico, econômico define a forma que a fêmea humana assume no seio da sociedade; é o conjunto da civilização que elabora esse produto intermediário entre o macho e o castrado que qualificam o feminino.

BEAUVOIR, S. **O segundo sexo**. Rio de Janeiro: Nova Fronteira, 1980","Na década de 1960, a proposição de Simone de Beauvoir contribuiu para estruturar um movimento social que teve como marca o(a)",Ação do Poder Judiciário para criminalizar a violência sexual.,Pressão do Poder Legislativo para impedir a dupla jornada de trabalho.,Organização de protestos púbicos para garantir a igualdade de gênero.,Oposição de grupos religiosos para impedir os casamento homoafetivos.,Estabelecimento de políticas governamentais para promover ações afirmativas.,C,False
